Unnamed: 0,Life Status,Airbag Available,Seatbelt in Use,Gender,Age of Occ,Accident Year,Vehicle Year,Airbag Deploy,Occ Role
21704.0,alive,none,belted,f,68,2002,1988.0,unavail,driver
21705.0,alive,none,belted,f,76,2002,1987.0,unavail,driver
21706.0,alive,airbag,belted,f,55,2002,1999.0,deploy,driver
21707.0,alive,airbag,none,m,35,2002,1989.0,deploy,driver
21708.0,alive,none,none,m,25,2002,1990.0,unavail,driver
21709.0,alive,airbag,belted,f,21,2002,1996.0,nodeploy,driver
21710.0,alive,airbag,belted,m,21,2002,1996.0,nodeploy,pass
21711.0,alive,none,belted,f,26,2002,1991.0,unavail,driver
21712.0,alive,airbag,belted,m,38,2002,2002.0,nodeploy,driver
21713.0,alive,airbag,belted,m,27,2002,1991.0,deploy,driver
21714.0,alive,none,none,m,40,2002,1991.0,unavail,pass
21715.0,alive,airbag,belted,m,82,2002,1991.0,deploy,driver
21716.0,alive,none,belted,f,90,2002,1991.0,unavail,pass
21717.0,alive,airbag,belted,m,54,2002,2002.0,deploy,driver
21718.0,alive,none,belted,m,27,2002,1992.0,unavail,driver
21719.0,alive,airbag,belted,m,54,2002,1999.0,deploy,driver
21720.0,alive,airbag,none,m,40,2002,2002.0,nodeploy,driver
21721.0,alive,airbag,belted,m,30,2002,2002.0,nodeploy,pass
21722.0,alive,airbag,none,m,77,2002,2002.0,nodeploy,driver
21723.0,alive,airbag,belted,m,28,2002,2001.0,nodeploy,driver
21724.0,alive,none,belted,f,18,2002,1993.0,unavail,driver
21725.0,alive,none,belted,m,41,2002,1993.0,unavail,driver
21726.0,alive,none,belted,f,42,2002,1993.0,unavail,pass
21727.0,alive,airbag,belted,f,35,2002,2002.0,deploy,driver
21728.0,alive,airbag,belted,f,57,2002,2002.0,deploy,pass
21729.0,alive,airbag,belted,f,30,2002,1995.0,deploy,driver
21730.0,alive,airbag,belted,m,31,2002,2001.0,nodeploy,driver
21731.0,alive,airbag,belted,m,67,2002,1998.0,nodeploy,driver
21732.0,alive,airbag,belted,f,68,2002,1998.0,nodeploy,pass
21733.0,alive,none,belted,f,26,2002,1992.0,unavail,driver
21734.0,alive,none,belted,m,31,2002,1991.0,unavail,driver
21735.0,alive,airbag,belted,m,27,2002,1998.0,nodeploy,driver
21736.0,alive,none,belted,f,16,2002,1994.0,unavail,pass
21737.0,alive,airbag,belted,m,64,2002,1994.0,deploy,driver
21738.0,alive,none,belted,m,59,2002,1985.0,unavail,driver
21739.0,alive,airbag,belted,f,74,2002,2001.0,nodeploy,driver
21740.0,alive,airbag,belted,m,75,2002,1998.0,deploy,driver
21741.0,dead,airbag,none,f,22,2002,2001.0,deploy,driver
21742.0,dead,airbag,none,m,61,2002,1994.0,deploy,driver
21743.0,alive,airbag,none,f,23,2002,1998.0,nodeploy,driver
21744.0,alive,airbag,belted,m,26,2002,1998.0,nodeploy,driver
21745.0,alive,airbag,none,f,27,2002,2000.0,deploy,driver
21746.0,dead,none,none,m,41,2002,1989.0,unavail,driver
21747.0,alive,airbag,belted,f,37,2002,1996.0,deploy,driver
21748.0,alive,airbag,belted,m,42,2002,2000.0,deploy,driver
21749.0,alive,airbag,belted,f,18,2002,2000.0,deploy,driver
21750.0,dead,airbag,belted,m,83,2002,2000.0,deploy,driver
21751.0,alive,airbag,none,f,77,2002,2000.0,deploy,pass
21752.0,alive,airbag,belted,m,24,2002,2000.0,nodeploy,driver
21753.0,alive,airbag,belted,m,54,2002,2000.0,deploy,driver
21754.0,alive,none,belted,m,18,2002,1989.0,unavail,driver
21755.0,alive,airbag,belted,f,17,2002,1997.0,nodeploy,driver
21756.0,alive,airbag,belted,f,36,2002,1994.0,deploy,driver
21757.0,alive,none,belted,m,29,2002,1988.0,unavail,driver
21758.0,alive,none,none,f,26,2002,1988.0,unavail,pass
21759.0,alive,airbag,belted,m,17,2002,2001.0,deploy,driver
21760.0,alive,airbag,belted,f,19,2002,2002.0,deploy,driver
21761.0,alive,airbag,belted,f,17,2002,2002.0,deploy,pass
21762.0,alive,airbag,none,m,26,2002,1997.0,deploy,driver
21763.0,alive,airbag,belted,f,18,2002,1997.0,deploy,pass
21764.0,alive,none,none,m,23,2002,1994.0,unavail,driver
21765.0,alive,none,none,m,23,2002,1994.0,unavail,pass
21766.0,alive,none,belted,f,77,2002,1989.0,unavail,driver
21767.0,alive,airbag,none,m,22,2002,1997.0,nodeploy,driver
21768.0,alive,airbag,belted,f,19,2002,1995.0,nodeploy,driver
21769.0,alive,airbag,belted,m,22,2002,1995.0,nodeploy,driver
21770.0,alive,none,belted,f,17,2002,1994.0,unavail,driver
21771.0,alive,none,belted,f,16,2002,1994.0,unavail,pass
21772.0,alive,airbag,belted,f,33,2002,2000.0,deploy,driver
21773.0,alive,airbag,belted,m,60,2002,1999.0,deploy,driver
21774.0,alive,none,belted,f,49,2002,1989.0,unavail,driver
21775.0,alive,airbag,belted,m,27,2002,1999.0,deploy,driver
21776.0,alive,airbag,none,f,23,2002,1999.0,deploy,pass
21777.0,alive,airbag,belted,m,21,2002,1998.0,nodeploy,driver
21778.0,alive,airbag,none,m,20,2002,1998.0,nodeploy,pass
21779.0,alive,none,belted,f,17,2002,1993.0,unavail,driver
21780.0,alive,none,belted,f,45,2002,1993.0,unavail,driver
21781.0,alive,airbag,belted,f,36,2002,2001.0,deploy,driver
21782.0,alive,airbag,belted,m,22,2002,1999.0,deploy,driver
21783.0,alive,airbag,belted,m,32,2002,1994.0,deploy,driver
21784.0,alive,airbag,none,m,19,2002,1995.0,nodeploy,driver
21785.0,alive,none,belted,f,38,2002,1990.0,unavail,driver
21786.0,alive,airbag,belted,f,84,2002,1992.0,nodeploy,driver
21787.0,alive,none,belted,m,35,2002,1987.0,unavail,driver
21788.0,dead,airbag,none,f,78,2002,2001.0,deploy,driver
21789.0,alive,none,none,m,63,2002,1991.0,unavail,driver
21790.0,alive,none,belted,f,33,2002,1992.0,unavail,driver
21791.0,alive,airbag,belted,m,25,2002,1995.0,deploy,driver
21792.0,alive,airbag,belted,f,22,2002,1995.0,deploy,pass
21793.0,alive,none,belted,f,33,2002,1991.0,unavail,driver
21794.0,alive,airbag,belted,m,20,2002,1997.0,deploy,driver
21795.0,alive,none,belted,m,31,2002,1982.0,unavail,driver
21796.0,alive,none,belted,f,22,2002,1982.0,unavail,pass
21797.0,alive,airbag,belted,m,25,2002,2000.0,nodeploy,driver
21798.0,alive,airbag,belted,m,16,2002,1992.0,deploy,driver
21799.0,alive,none,none,m,24,2002,1990.0,unavail,driver
21800.0,alive,airbag,belted,f,19,2002,1997.0,deploy,driver
21801.0,alive,airbag,belted,f,60,2002,1994.0,deploy,driver
21802.0,alive,airbag,belted,f,51,2002,2001.0,deploy,driver
21803.0,alive,airbag,belted,f,38,2002,1995.0,deploy,driver
21804.0,alive,airbag,belted,m,19,2002,1995.0,deploy,driver
21805.0,alive,airbag,none,m,50,2002,1995.0,nodeploy,driver
21806.0,alive,airbag,none,m,16,2002,1990.0,nodeploy,driver
21807.0,alive,airbag,belted,f,26,2002,2002.0,deploy,driver
21808.0,alive,airbag,belted,m,27,2002,2002.0,deploy,pass
21809.0,alive,none,belted,m,52,2002,1989.0,unavail,driver
21810.0,alive,none,belted,f,18,2002,1989.0,unavail,pass
21811.0,alive,airbag,belted,m,36,2002,2003.0,nodeploy,driver
21812.0,alive,airbag,belted,m,21,2002,2002.0,deploy,driver
21813.0,alive,airbag,belted,f,16,2002,2002.0,deploy,pass
21814.0,alive,none,none,m,41,2002,1989.0,unavail,driver
21815.0,alive,none,belted,f,20,2002,1987.0,unavail,driver
21816.0,alive,airbag,belted,m,54,2002,1994.0,nodeploy,driver
21817.0,alive,airbag,belted,m,16,2002,1994.0,nodeploy,pass
21818.0,alive,airbag,none,m,54,2002,2002.0,deploy,driver
21819.0,alive,airbag,belted,m,40,2002,1997.0,deploy,driver
21820.0,alive,airbag,belted,f,27,2002,1992.0,nodeploy,driver
21821.0,alive,airbag,none,m,29,2002,1999.0,deploy,driver
21822.0,alive,airbag,belted,f,49,2002,2000.0,deploy,driver
21823.0,alive,airbag,belted,m,60,2002,1999.0,deploy,driver
21824.0,alive,airbag,belted,f,79,2002,1993.0,deploy,driver
21825.0,alive,airbag,belted,f,27,2002,2002.0,nodeploy,driver
21826.0,alive,airbag,belted,f,34,2002,1997.0,deploy,driver
21827.0,alive,airbag,belted,m,19,2002,2002.0,nodeploy,driver
21828.0,alive,none,none,m,40,2002,1986.0,unavail,driver
21829.0,alive,none,none,f,35,2002,1986.0,unavail,pass
21830.0,alive,airbag,belted,f,55,2002,2002.0,deploy,driver
21831.0,alive,none,none,f,45,2002,1986.0,unavail,driver
21832.0,alive,airbag,none,f,34,2002,2001.0,deploy,driver
21833.0,alive,airbag,none,f,23,2002,2001.0,nodeploy,driver
21834.0,alive,airbag,none,m,36,2002,2001.0,nodeploy,driver
21835.0,alive,airbag,none,m,19,2002,1998.0,nodeploy,driver
21836.0,alive,airbag,belted,m,19,2002,1994.0,nodeploy,driver
21837.0,alive,airbag,none,m,41,2002,1998.0,deploy,driver
21838.0,alive,airbag,belted,f,64,2002,2001.0,deploy,driver
21839.0,alive,airbag,belted,f,40,2002,2000.0,nodeploy,driver
21840.0,alive,airbag,belted,f,40,2002,1998.0,nodeploy,driver
21841.0,alive,airbag,belted,m,17,2002,1998.0,nodeploy,pass
21842.0,alive,airbag,belted,f,33,2002,2001.0,deploy,driver
21843.0,alive,none,belted,f,23,2002,1993.0,unavail,driver
21844.0,alive,airbag,none,f,60,2002,2000.0,deploy,driver
21845.0,alive,airbag,belted,f,23,2002,2000.0,deploy,driver
21846.0,alive,airbag,belted,f,40,2002,2002.0,nodeploy,driver
21847.0,alive,airbag,belted,f,20,2002,1994.0,deploy,driver
21848.0,alive,none,none,f,21,2002,1994.0,unavail,pass
21849.0,alive,airbag,belted,m,48,2002,2001.0,deploy,driver
21850.0,alive,none,belted,m,19,2002,1990.0,unavail,driver
21851.0,alive,airbag,none,m,35,2002,1994.0,deploy,driver
21852.0,alive,airbag,belted,f,23,2002,1993.0,deploy,driver
21853.0,alive,airbag,belted,m,19,2002,2001.0,deploy,driver
21854.0,alive,airbag,belted,f,38,2002,2002.0,deploy,driver
21855.0,alive,airbag,belted,f,33,2002,2002.0,nodeploy,driver
21856.0,alive,airbag,belted,m,80,2002,2000.0,nodeploy,driver
21857.0,alive,airbag,belted,f,24,2002,1995.0,nodeploy,driver
21858.0,alive,airbag,none,m,41,2002,1994.0,deploy,driver
21859.0,alive,airbag,belted,m,17,2002,1995.0,deploy,driver
21860.0,alive,airbag,none,m,41,2002,1997.0,deploy,driver
21861.0,dead,airbag,none,m,47,2002,1997.0,deploy,pass
21862.0,alive,none,none,m,45,2002,1986.0,unavail,driver
21863.0,alive,airbag,none,m,26,2002,2000.0,deploy,driver
21864.0,alive,airbag,none,m,54,2002,1996.0,nodeploy,driver
21865.0,alive,airbag,none,f,26,2002,2000.0,nodeploy,driver
21866.0,alive,airbag,none,m,30,2002,2000.0,nodeploy,pass
21867.0,alive,airbag,belted,m,27,2002,1999.0,deploy,driver
21868.0,alive,airbag,none,m,51,2002,1996.0,deploy,driver
21869.0,alive,none,none,m,22,2002,1987.0,unavail,driver
21870.0,alive,none,none,m,24,2002,1987.0,unavail,pass
21871.0,alive,airbag,none,f,38,2002,2001.0,deploy,driver
21872.0,alive,none,belted,m,79,2002,1993.0,unavail,driver
21873.0,alive,airbag,none,m,18,2002,1994.0,nodeploy,driver
21874.0,alive,airbag,belted,f,46,2002,1995.0,deploy,driver
21875.0,alive,airbag,belted,f,19,2002,1995.0,deploy,pass
21876.0,alive,airbag,none,f,20,2002,1994.0,deploy,driver
21877.0,alive,airbag,none,f,20,2002,1994.0,deploy,pass
21878.0,alive,airbag,none,m,29,2002,1991.0,deploy,driver
21879.0,alive,none,none,f,25,2002,1991.0,unavail,pass
21880.0,alive,airbag,none,m,16,2002,1997.0,deploy,pass
21881.0,alive,airbag,none,f,53,2002,2002.0,deploy,driver
21882.0,alive,airbag,none,m,32,2002,1999.0,nodeploy,driver
21883.0,alive,airbag,none,m,23,2002,1999.0,deploy,driver
21884.0,alive,airbag,none,m,30,2002,1999.0,deploy,pass
21885.0,alive,none,none,m,45,2002,1986.0,unavail,driver
21886.0,alive,airbag,none,m,18,2002,2001.0,nodeploy,driver
21887.0,alive,airbag,none,m,17,2002,2001.0,nodeploy,pass
21888.0,alive,airbag,none,f,52,2002,1997.0,nodeploy,driver
21889.0,alive,airbag,belted,m,36,2002,1995.0,deploy,driver
21890.0,alive,airbag,none,f,26,2002,1999.0,nodeploy,driver
21891.0,alive,airbag,none,f,44,2002,1999.0,nodeploy,driver
21892.0,alive,airbag,none,f,44,2002,1996.0,deploy,driver
21893.0,alive,none,none,m,59,2002,1994.0,unavail,driver
21894.0,alive,airbag,none,f,28,2002,1994.0,nodeploy,driver
21895.0,alive,airbag,none,f,24,2002,1994.0,nodeploy,pass
21896.0,alive,none,belted,f,39,2002,1993.0,unavail,driver
21897.0,alive,airbag,none,m,18,2002,1999.0,deploy,driver
21898.0,alive,airbag,none,f,42,2002,1995.0,deploy,driver
21899.0,alive,airbag,none,f,18,2002,1997.0,deploy,driver
21900.0,alive,airbag,none,f,65,2002,1997.0,deploy,pass
21901.0,alive,airbag,none,f,43,2002,2000.0,deploy,driver
21902.0,alive,airbag,none,m,58,2002,1995.0,deploy,driver
21903.0,alive,airbag,belted,f,29,2002,1993.0,deploy,driver
21904.0,alive,airbag,belted,m,69,2002,1999.0,nodeploy,driver
21905.0,alive,airbag,none,m,24,2002,1999.0,deploy,driver
21906.0,alive,airbag,belted,m,53,2002,2000.0,nodeploy,driver
21907.0,alive,airbag,none,f,22,2002,1995.0,nodeploy,driver
21908.0,alive,airbag,none,f,22,2002,1995.0,nodeploy,pass
21909.0,alive,airbag,none,f,33,2002,1998.0,deploy,driver
21910.0,alive,airbag,none,m,44,2002,1997.0,deploy,driver
21911.0,alive,airbag,none,f,43,2002,2000.0,deploy,driver
21912.0,alive,airbag,none,f,46,2002,2000.0,deploy,pass
21913.0,alive,airbag,none,f,34,2002,1995.0,deploy,driver
21914.0,alive,airbag,belted,m,19,2002,2000.0,deploy,driver
21915.0,alive,airbag,none,m,42,2002,1999.0,deploy,driver
21916.0,alive,airbag,belted,m,22,2002,1999.0,deploy,driver
21917.0,alive,airbag,belted,f,58,2002,2000.0,deploy,driver
21918.0,alive,airbag,belted,m,20,2002,2000.0,deploy,driver
21919.0,alive,airbag,none,m,23,2002,1992.0,nodeploy,driver
21920.0,alive,airbag,none,m,34,2002,1992.0,nodeploy,pass
21921.0,alive,airbag,belted,m,38,2002,2002.0,deploy,driver
21922.0,alive,airbag,none,m,23,2002,2000.0,deploy,driver
21923.0,alive,airbag,none,f,22,2002,2000.0,deploy,pass
21924.0,alive,none,none,m,42,2002,1987.0,unavail,driver
21925.0,alive,airbag,belted,f,81,2002,1997.0,nodeploy,driver
21926.0,alive,airbag,none,f,60,2002,1996.0,deploy,driver
21927.0,alive,airbag,none,m,30,2002,1999.0,deploy,driver
21928.0,alive,airbag,belted,m,74,2002,1995.0,deploy,driver
21929.0,alive,airbag,belted,f,77,2002,1995.0,deploy,pass
21930.0,alive,airbag,none,m,38,2002,2002.0,deploy,driver
21931.0,alive,airbag,belted,m,45,2002,1992.0,deploy,driver
21932.0,alive,airbag,none,m,25,2002,2000.0,deploy,driver
21933.0,alive,airbag,belted,f,51,2002,1994.0,nodeploy,driver
21934.0,alive,airbag,belted,m,39,2002,1994.0,nodeploy,driver
21935.0,alive,airbag,none,f,25,2002,2001.0,deploy,driver
21936.0,alive,airbag,none,f,21,2002,2001.0,deploy,pass
21937.0,alive,airbag,belted,f,55,2002,1999.0,deploy,driver
21938.0,alive,airbag,none,f,66,2002,1998.0,deploy,driver
21939.0,alive,airbag,none,f,77,2002,1998.0,deploy,pass
21940.0,alive,airbag,none,f,37,2002,1997.0,deploy,driver
21941.0,alive,airbag,belted,f,43,2002,1996.0,nodeploy,driver
21942.0,alive,airbag,belted,f,53,2002,1996.0,nodeploy,driver
21943.0,alive,airbag,none,f,32,2002,1999.0,nodeploy,driver
21944.0,dead,airbag,none,m,20,2002,1995.0,deploy,driver
21945.0,dead,none,none,m,20,2002,1995.0,unavail,pass
21946.0,alive,airbag,none,m,20,2002,2002.0,deploy,driver
21947.0,alive,airbag,none,f,35,2002,2000.0,deploy,driver
21948.0,alive,airbag,belted,m,38,2002,1996.0,deploy,driver
21949.0,alive,none,none,f,36,2002,1996.0,unavail,pass
21950.0,alive,airbag,none,f,36,2002,2002.0,deploy,driver
21951.0,alive,airbag,belted,m,22,2002,1992.0,deploy,driver
21952.0,alive,airbag,belted,f,22,2002,1992.0,deploy,pass
21953.0,alive,airbag,belted,m,31,2002,1999.0,nodeploy,driver
21954.0,alive,airbag,belted,m,36,2002,1999.0,deploy,driver
21955.0,alive,airbag,belted,f,35,2002,1999.0,deploy,pass
21956.0,dead,airbag,none,m,44,2002,1992.0,deploy,driver
21957.0,alive,airbag,none,m,35,2002,1995.0,deploy,driver
21958.0,alive,airbag,belted,f,38,2002,2000.0,deploy,driver
21959.0,alive,airbag,belted,m,46,2002,1999.0,nodeploy,driver
21960.0,alive,airbag,none,f,44,2002,1999.0,nodeploy,pass
21961.0,alive,airbag,belted,m,36,2002,1994.0,nodeploy,driver
21962.0,alive,none,belted,m,18,2002,1993.0,unavail,driver
21963.0,alive,none,belted,f,28,2002,1988.0,unavail,driver
21964.0,alive,airbag,none,m,29,2002,2001.0,deploy,driver
21965.0,alive,airbag,belted,m,32,2002,2000.0,deploy,driver
21966.0,alive,airbag,belted,f,41,2002,1995.0,deploy,driver
21967.0,dead,airbag,belted,m,71,2002,1999.0,nodeploy,driver
21968.0,alive,airbag,belted,m,50,2002,1997.0,deploy,driver
21969.0,alive,airbag,none,m,34,2002,2001.0,deploy,driver
21970.0,alive,airbag,belted,f,43,2002,1998.0,deploy,driver
21971.0,alive,none,none,f,18,2002,1992.0,unavail,driver
21972.0,alive,none,none,m,20,2002,1992.0,unavail,pass
21973.0,alive,airbag,belted,m,48,2002,1997.0,nodeploy,driver
21974.0,alive,airbag,belted,f,27,2002,1994.0,deploy,driver
21975.0,alive,none,belted,f,46,2002,1987.0,unavail,driver
21976.0,alive,none,belted,f,36,2002,1987.0,unavail,pass
21977.0,alive,airbag,none,m,28,2002,1999.0,nodeploy,driver
21978.0,alive,none,belted,m,21,2002,1993.0,unavail,driver
21979.0,alive,none,belted,m,48,2002,1989.0,unavail,driver
21980.0,alive,airbag,none,f,63,2002,1999.0,deploy,driver
21981.0,alive,airbag,none,f,31,2002,1999.0,deploy,pass
21982.0,alive,none,belted,m,23,2002,1989.0,unavail,driver
21983.0,alive,none,belted,f,19,2002,1992.0,unavail,driver
21984.0,alive,none,belted,f,19,2002,1992.0,unavail,pass
21985.0,alive,none,belted,f,85,2002,1992.0,unavail,driver
21986.0,alive,airbag,belted,m,22,2002,1995.0,deploy,driver
21987.0,alive,airbag,belted,f,41,2002,1997.0,deploy,driver
21988.0,alive,airbag,belted,f,29,2002,1994.0,deploy,driver
21989.0,alive,airbag,belted,m,43,2002,1995.0,deploy,driver
21990.0,alive,none,belted,f,19,2002,1994.0,unavail,driver
21991.0,alive,airbag,none,m,76,2002,2001.0,nodeploy,driver
21992.0,alive,airbag,belted,f,62,2002,1991.0,deploy,driver
21993.0,alive,airbag,belted,m,35,2002,1995.0,nodeploy,driver
21994.0,alive,airbag,belted,f,37,2002,1995.0,nodeploy,driver
21995.0,alive,airbag,belted,m,35,2002,1998.0,deploy,driver
21996.0,alive,none,none,m,42,2002,1991.0,unavail,driver
21997.0,alive,none,belted,f,26,2002,1984.0,unavail,driver
21998.0,alive,airbag,none,m,20,2002,1993.0,deploy,driver
21999.0,alive,airbag,belted,m,54,2002,2001.0,nodeploy,driver
22000.0,alive,airbag,belted,m,27,2002,1999.0,deploy,driver
22001.0,alive,airbag,belted,f,48,2002,1992.0,deploy,driver
22002.0,alive,none,none,f,34,2002,1991.0,unavail,driver
22003.0,alive,airbag,none,f,21,2002,1995.0,nodeploy,driver
22004.0,alive,airbag,belted,f,23,2002,1997.0,deploy,driver
22005.0,alive,airbag,belted,f,40,2002,1998.0,deploy,driver
22006.0,alive,airbag,belted,f,62,2002,2001.0,nodeploy,driver
22007.0,alive,airbag,belted,m,65,2002,1992.0,nodeploy,driver
22008.0,alive,airbag,belted,m,55,2002,2001.0,nodeploy,driver
22009.0,alive,airbag,belted,f,82,2002,2001.0,nodeploy,pass
22010.0,alive,none,none,m,36,2002,1993.0,unavail,driver
22011.0,alive,none,none,m,25,2002,1993.0,unavail,pass
22012.0,alive,airbag,none,f,60,2002,1997.0,deploy,driver
22013.0,alive,airbag,none,f,52,2002,1997.0,deploy,pass
22014.0,alive,airbag,none,f,38,2002,1994.0,deploy,driver
22015.0,alive,airbag,none,m,37,2002,1994.0,deploy,pass
22016.0,alive,airbag,belted,f,68,2002,1995.0,nodeploy,driver
22017.0,alive,airbag,belted,f,45,2002,1995.0,nodeploy,pass
22018.0,alive,none,belted,m,17,2002,1987.0,unavail,driver
22019.0,alive,airbag,belted,m,46,2002,1999.0,deploy,driver
22020.0,alive,airbag,belted,f,24,2002,1995.0,deploy,driver
22021.0,alive,none,belted,m,17,2002,1989.0,unavail,driver
22022.0,alive,airbag,belted,f,41,2002,1995.0,nodeploy,driver
22023.0,alive,airbag,none,m,30,2002,1998.0,deploy,driver
22024.0,alive,airbag,none,m,27,2002,1998.0,deploy,pass
22025.0,alive,airbag,belted,f,69,2002,1993.0,deploy,driver
22026.0,alive,none,belted,f,74,2002,1993.0,unavail,pass
22027.0,alive,none,none,f,39,2002,1985.0,unavail,driver
22028.0,alive,airbag,belted,m,30,2002,1997.0,deploy,driver
22029.0,alive,airbag,belted,f,29,2002,1997.0,deploy,pass
22030.0,alive,airbag,belted,m,48,2002,2000.0,nodeploy,driver
22031.0,alive,airbag,belted,f,19,2002,1991.0,nodeploy,driver
22032.0,alive,airbag,none,m,27,2002,1993.0,deploy,driver
22033.0,alive,none,none,f,54,2002,1992.0,unavail,driver
22034.0,alive,airbag,belted,m,31,2002,2001.0,nodeploy,driver
22035.0,alive,airbag,belted,f,22,2002,2000.0,deploy,driver
22036.0,alive,airbag,belted,f,21,2002,1999.0,nodeploy,driver
22037.0,alive,airbag,belted,m,50,2002,1999.0,nodeploy,pass
22038.0,alive,airbag,belted,f,38,2002,1996.0,deploy,driver
22039.0,alive,airbag,belted,f,17,2002,1996.0,deploy,pass
22040.0,alive,airbag,none,m,38,2002,1995.0,deploy,driver
22041.0,alive,airbag,none,m,21,2002,1995.0,deploy,driver
22042.0,alive,airbag,none,m,22,2002,1995.0,deploy,pass
22043.0,alive,none,none,f,27,2002,1992.0,unavail,driver
22044.0,alive,none,none,f,21,2002,1992.0,unavail,pass
22045.0,alive,airbag,belted,m,35,2002,1997.0,nodeploy,driver
22046.0,alive,airbag,belted,m,32,2002,2000.0,deploy,driver
22047.0,alive,airbag,belted,f,36,2002,2000.0,deploy,pass
22048.0,alive,airbag,belted,f,63,2002,1994.0,deploy,driver
22049.0,alive,none,belted,f,25,2002,1978.0,unavail,driver
22050.0,alive,none,none,f,43,2002,1978.0,unavail,pass
22051.0,alive,airbag,belted,f,32,2002,2002.0,nodeploy,driver
22052.0,alive,airbag,belted,m,31,2002,2002.0,deploy,driver
22053.0,alive,airbag,belted,f,25,2002,2002.0,deploy,pass
22054.0,alive,airbag,belted,f,17,2002,1994.0,deploy,driver
22055.0,alive,airbag,belted,f,18,2002,1994.0,deploy,pass
22056.0,alive,none,none,f,56,2002,1988.0,unavail,driver
22057.0,alive,airbag,belted,f,48,2002,1999.0,deploy,driver
22058.0,alive,airbag,belted,m,51,2002,1999.0,deploy,driver
22059.0,alive,airbag,belted,m,17,2002,2001.0,nodeploy,driver
22060.0,alive,airbag,belted,m,17,2002,2001.0,nodeploy,pass
22061.0,alive,airbag,belted,f,74,2002,1996.0,deploy,driver
22062.0,alive,airbag,none,f,54,2002,2001.0,deploy,driver
22063.0,alive,airbag,belted,m,55,2002,1992.0,nodeploy,driver
22064.0,alive,airbag,belted,f,50,2002,1992.0,nodeploy,pass
22065.0,alive,airbag,belted,m,74,2002,1998.0,nodeploy,driver
22066.0,alive,airbag,belted,f,50,2002,2001.0,deploy,driver
22067.0,alive,airbag,belted,m,24,2002,2000.0,deploy,driver
22068.0,alive,airbag,none,m,21,2002,2002.0,nodeploy,driver
22069.0,alive,airbag,none,f,63,2002,1997.0,deploy,driver
22070.0,alive,airbag,none,f,87,2002,1997.0,deploy,pass
22071.0,alive,airbag,belted,m,33,2002,1996.0,nodeploy,driver
22072.0,alive,airbag,none,f,45,2002,2001.0,deploy,driver
22073.0,alive,none,none,m,50,2002,1991.0,unavail,driver
22074.0,alive,airbag,none,m,49,2002,2002.0,deploy,driver
22075.0,alive,airbag,none,f,37,2002,2002.0,deploy,pass
22076.0,alive,none,none,m,34,2002,1990.0,unavail,driver
22077.0,alive,airbag,none,m,18,2002,2001.0,deploy,driver
22078.0,alive,airbag,none,f,16,2002,2001.0,deploy,pass
22079.0,alive,airbag,belted,m,31,2002,1994.0,deploy,driver
22080.0,alive,airbag,none,m,33,2002,1995.0,deploy,driver
22081.0,alive,airbag,belted,m,41,2002,2001.0,nodeploy,driver
22082.0,alive,none,none,f,26,2002,1993.0,unavail,driver
22083.0,alive,none,none,m,26,2002,1993.0,unavail,pass
22084.0,alive,airbag,none,f,42,2002,1994.0,deploy,driver
22085.0,alive,airbag,belted,f,47,2002,2000.0,deploy,driver
22086.0,alive,none,none,m,28,2002,1989.0,unavail,driver
22087.0,alive,none,belted,m,18,2002,1989.0,unavail,pass
22088.0,alive,airbag,belted,m,21,2002,1994.0,deploy,driver
22089.0,alive,airbag,belted,m,67,2002,1997.0,deploy,driver
22090.0,alive,none,belted,m,72,2002,1993.0,unavail,driver
22091.0,alive,airbag,none,f,36,2002,1998.0,deploy,driver
22092.0,alive,airbag,belted,f,23,2002,1996.0,deploy,driver
22093.0,alive,none,none,m,19,2002,1991.0,unavail,driver
22094.0,alive,none,none,f,17,2002,1991.0,unavail,pass
22095.0,alive,airbag,belted,m,48,2002,2000.0,nodeploy,driver
22096.0,alive,none,none,m,79,2002,1989.0,unavail,driver
22097.0,alive,none,none,m,92,2002,1989.0,unavail,pass
22098.0,alive,none,belted,m,19,2002,1989.0,unavail,driver
22099.0,alive,airbag,belted,f,62,2002,1992.0,deploy,driver
22100.0,alive,none,belted,m,83,2002,1977.0,unavail,driver
22101.0,alive,airbag,belted,m,42,2002,2000.0,nodeploy,driver
22102.0,alive,airbag,none,m,18,2002,2002.0,deploy,driver
22103.0,alive,airbag,none,f,17,2002,2002.0,deploy,pass
22104.0,alive,airbag,belted,f,41,2002,1998.0,nodeploy,driver
22105.0,alive,airbag,none,f,17,2002,1998.0,nodeploy,pass
22106.0,alive,airbag,none,m,37,2002,1999.0,deploy,driver
22107.0,alive,airbag,belted,m,38,2002,2001.0,nodeploy,driver
22108.0,alive,airbag,belted,f,62,2002,2001.0,nodeploy,pass
22109.0,alive,airbag,belted,m,19,2002,1995.0,deploy,driver
22110.0,alive,airbag,belted,m,42,2002,2000.0,deploy,driver
22111.0,alive,none,none,f,19,2002,1989.0,unavail,driver
22112.0,alive,airbag,none,f,26,2002,2000.0,deploy,driver
22113.0,alive,airbag,belted,m,19,2002,1997.0,nodeploy,driver
22114.0,alive,none,none,f,40,2002,1994.0,unavail,driver
22115.0,alive,none,belted,f,82,2002,1994.0,unavail,pass
22116.0,alive,airbag,belted,f,27,2002,1998.0,nodeploy,driver
22117.0,alive,airbag,none,m,21,2002,1993.0,deploy,driver
