,Life Status,Airbag Available,Seatbelt in Use,Gender,Age of Occ,Accident Year,Vehicle Year,Airbag Deploy,Occ Role
13219,alive,airbag,none,m,78,2000,1994,nodeploy,pass
13220,alive,airbag,none,m,29,2000,1996,nodeploy,driver
13221,alive,airbag,belted,f,30,2000,1996,nodeploy,pass
13222,alive,airbag,belted,m,34,2000,1999,deploy,driver
13223,alive,airbag,belted,m,77,2000,1995,nodeploy,driver
13224,alive,airbag,belted,f,71,2000,1995,nodeploy,pass
13225,alive,none,belted,f,24,2000,1983,unavail,driver
13226,alive,none,none,m,35,2000,1987,unavail,driver
13227,alive,airbag,belted,m,23,2000,1993,deploy,driver
13228,alive,airbag,belted,m,35,2000,1994,deploy,driver
13229,alive,airbag,belted,m,64,2000,1999,deploy,driver
13230,alive,airbag,belted,f,62,2000,1999,deploy,pass
13231,alive,airbag,belted,f,64,2000,2000,deploy,driver
13232,alive,airbag,belted,f,18,2000,1999,nodeploy,driver
13233,alive,airbag,none,f,27,2000,1995,deploy,driver
13234,alive,airbag,none,f,67,2000,1995,deploy,pass
13235,alive,none,belted,m,85,2000,1992,unavail,driver
13236,alive,airbag,none,m,23,2000,1995,nodeploy,driver
13237,alive,none,belted,m,41,2000,1992,unavail,driver
13238,alive,airbag,belted,f,55,2000,1993,deploy,driver
13239,alive,none,none,m,21,2000,1985,unavail,driver
13240,alive,none,belted,m,76,2000,1992,unavail,driver
13241,alive,airbag,belted,m,17,2000,1998,nodeploy,driver
13242,alive,airbag,belted,m,16,2000,1998,nodeploy,pass
13243,alive,airbag,belted,f,35,2000,1992,nodeploy,driver
13244,alive,none,belted,m,44,2000,1987,unavail,driver
13245,alive,none,none,m,38,2000,1992,unavail,pass
13246,alive,none,belted,m,46,2000,1990,unavail,driver
13247,alive,none,none,f,46,2000,1990,unavail,pass
13248,alive,airbag,belted,m,30,2000,1999,nodeploy,driver
13249,alive,airbag,belted,f,28,2000,1999,nodeploy,pass
13250,alive,airbag,belted,f,17,2000,1998,deploy,driver
13251,alive,airbag,none,m,26,2000,1996,nodeploy,driver
13252,alive,airbag,belted,f,29,2000,1997,deploy,driver
13253,alive,airbag,belted,f,40,2000,2000,nodeploy,driver
13254,alive,airbag,belted,f,21,2000,1998,deploy,driver
13255,alive,airbag,none,f,74,2000,1995,nodeploy,driver
13256,alive,airbag,belted,f,18,2000,1994,nodeploy,driver
13257,alive,airbag,belted,f,30,2000,2000,nodeploy,driver
13258,alive,airbag,belted,f,37,2000,2000,nodeploy,pass
13259,alive,airbag,belted,m,17,2000,1997,deploy,driver
13260,alive,airbag,belted,f,17,2000,1997,deploy,pass
13261,alive,airbag,belted,m,33,2000,1995,deploy,driver
13262,alive,none,belted,m,19,2000,1971,unavail,driver
13263,alive,none,belted,m,38,2000,1990,unavail,driver
13264,alive,airbag,none,m,86,2000,1992,nodeploy,driver
13265,alive,airbag,none,m,48,2000,1992,nodeploy,pass
13266,alive,none,belted,m,31,2000,1992,unavail,driver
13267,alive,airbag,belted,m,43,2000,1997,deploy,driver
13268,alive,none,none,f,21,2000,1988,unavail,driver
13269,alive,none,none,m,23,2000,1988,unavail,pass
13270,alive,none,belted,f,32,2000,1991,unavail,driver
13271,alive,none,belted,f,81,2000,1992,unavail,driver
13272,alive,none,belted,m,93,2000,1992,unavail,pass
13273,alive,airbag,belted,m,62,2000,1999,nodeploy,driver
13274,alive,airbag,belted,m,43,2000,2000,nodeploy,driver
13275,alive,none,none,m,22,2000,1993,unavail,driver
13276,alive,none,none,m,23,2000,1987,unavail,driver
13277,alive,none,belted,f,19,2000,1987,unavail,pass
13278,alive,none,none,m,60,2000,1989,unavail,driver
13279,alive,none,none,m,18,2000,1988,unavail,driver
13280,alive,airbag,none,m,23,2000,1996,deploy,driver
13281,alive,airbag,belted,f,25,2000,1992,deploy,driver
13282,alive,none,none,m,25,2000,1992,unavail,pass
13283,alive,airbag,belted,f,35,2000,1998,nodeploy,driver
13284,alive,airbag,belted,f,58,2000,1998,nodeploy,pass
13285,alive,airbag,belted,m,65,2000,1998,deploy,driver
13286,alive,airbag,belted,f,58,2000,1998,deploy,pass
13287,alive,airbag,belted,m,81,2000,1994,nodeploy,driver
13288,alive,airbag,belted,f,65,2000,2000,deploy,driver
13289,alive,airbag,belted,f,28,2000,1994,deploy,driver
13290,alive,airbag,none,m,21,2000,1998,nodeploy,driver
13291,alive,none,belted,f,54,2000,1987,unavail,driver
13292,alive,none,belted,f,22,2000,1987,unavail,pass
13293,alive,airbag,none,m,46,2000,2001,deploy,driver
13294,alive,airbag,none,m,64,2000,2000,deploy,driver
13295,alive,airbag,belted,f,63,2000,2000,deploy,pass
13296,alive,none,belted,f,65,2000,1993,unavail,driver
13297,alive,none,belted,m,68,2000,1993,unavail,pass
13298,alive,airbag,belted,m,41,2000,1998,nodeploy,driver
13299,alive,none,none,m,17,2000,1979,unavail,driver
13300,alive,none,none,m,21,2000,1979,unavail,pass
13301,alive,airbag,belted,f,56,2000,2000,deploy,driver
13302,alive,none,belted,m,80,2000,1980,unavail,driver
13303,dead,none,none,f,73,2000,1980,unavail,pass
13304,alive,airbag,belted,m,43,2000,1998,deploy,driver
13305,alive,none,belted,f,18,2000,1992,unavail,driver
13306,alive,none,none,f,24,2000,1986,unavail,driver
13307,alive,airbag,belted,f,88,2000,1994,deploy,driver
13308,alive,none,belted,f,38,2000,1991,unavail,driver
13309,alive,none,belted,m,22,2000,1993,unavail,driver
13310,alive,none,none,f,21,2000,1993,unavail,pass
13311,alive,airbag,belted,m,56,2000,1998,deploy,driver
13312,alive,airbag,belted,m,55,2000,1998,deploy,driver
13313,alive,airbag,belted,f,56,2000,1998,deploy,pass
13314,alive,airbag,none,m,21,2000,1996,deploy,driver
13315,dead,none,belted,f,57,2000,1993,unavail,driver
13316,alive,airbag,belted,f,17,2000,1994,deploy,driver
13317,alive,airbag,none,m,20,2000,2000,deploy,driver
13318,alive,airbag,none,m,20,2000,2000,deploy,pass
13319,alive,none,belted,f,17,2000,1987,unavail,driver
13320,dead,none,none,m,46,2000,1991,unavail,driver
13321,alive,none,none,m,64,2000,1985,unavail,driver
13322,alive,airbag,belted,f,38,2000,1993,deploy,driver
13323,alive,airbag,none,m,38,2000,1995,deploy,driver
13324,alive,airbag,belted,f,42,2000,1990,deploy,driver
13325,alive,airbag,belted,m,41,2000,1997,nodeploy,driver
13326,alive,airbag,belted,f,29,2000,1995,nodeploy,driver
13327,alive,airbag,belted,m,60,2000,2000,nodeploy,driver
13328,alive,airbag,belted,f,52,2000,2000,nodeploy,pass
13329,alive,none,belted,f,24,2000,1990,unavail,driver
13330,alive,airbag,belted,f,29,2000,1998,nodeploy,driver
13331,alive,airbag,none,f,29,2000,1999,deploy,driver
13332,alive,airbag,belted,m,20,2000,1994,deploy,driver
13333,alive,airbag,belted,m,19,2000,1998,nodeploy,driver
13334,alive,airbag,belted,m,39,2000,2000,nodeploy,driver
13335,alive,none,none,m,32,2000,1994,unavail,driver
13336,alive,none,none,m,20,2000,1989,unavail,driver
13337,alive,none,belted,f,19,2000,1989,unavail,pass
13338,alive,airbag,belted,f,31,2000,1994,deploy,driver
13339,alive,airbag,belted,m,32,2000,1990,deploy,driver
13340,alive,none,none,m,39,2000,1990,unavail,pass
13341,alive,none,belted,f,47,2000,1989,unavail,driver
13342,alive,airbag,belted,f,32,2000,2000,deploy,driver
13343,alive,airbag,belted,f,40,2000,1996,deploy,driver
13344,alive,airbag,none,f,68,2000,1998,deploy,driver
13345,alive,airbag,belted,m,32,2000,2000,deploy,driver
13346,alive,none,none,m,36,2000,1988,unavail,driver
13347,alive,none,belted,m,19,2000,1988,unavail,pass
13348,alive,none,belted,f,41,2000,1991,unavail,driver
13349,alive,airbag,belted,f,18,2000,1996,deploy,driver
13350,alive,airbag,none,f,24,2000,1996,nodeploy,driver
13351,alive,airbag,belted,m,61,2000,2000,nodeploy,driver
13352,alive,airbag,belted,f,55,2000,2000,nodeploy,pass
13353,alive,airbag,belted,f,45,2000,1998,nodeploy,driver
13354,alive,airbag,none,m,77,2000,1994,deploy,driver
13355,alive,airbag,none,f,79,2000,1994,deploy,pass
13356,alive,airbag,none,m,19,2000,1997,nodeploy,driver
13357,dead,none,belted,m,49,2000,1984,unavail,driver
13358,alive,airbag,none,f,24,2000,1998,deploy,driver
13359,alive,none,belted,f,31,2000,1987,unavail,driver
13360,alive,airbag,belted,f,58,2000,1997,deploy,driver
13361,alive,airbag,belted,m,67,2000,1997,deploy,pass
13362,alive,airbag,none,f,73,2000,1995,deploy,driver
13363,alive,airbag,belted,m,56,2000,1995,deploy,driver
13364,alive,none,belted,m,76,2000,1989,unavail,driver
13365,alive,none,belted,f,69,2000,1989,unavail,driver
13366,alive,airbag,belted,f,35,2000,1995,deploy,driver
13367,alive,airbag,belted,f,45,2000,1997,deploy,driver
13368,alive,airbag,belted,m,30,2000,1995,nodeploy,driver
13369,alive,airbag,belted,m,30,2000,2000,nodeploy,driver
13370,alive,airbag,belted,f,55,2000,1996,nodeploy,driver
13371,alive,airbag,belted,f,61,2000,1995,deploy,driver
13372,alive,airbag,belted,f,83,2000,1995,deploy,pass
13373,alive,airbag,none,f,33,2000,1999,nodeploy,driver
13374,alive,airbag,none,f,46,2000,1999,nodeploy,driver
13375,alive,none,belted,m,32,2000,1991,unavail,driver
13376,alive,none,none,m,34,2000,1991,unavail,pass
13377,alive,none,belted,f,38,2000,1986,unavail,driver
13378,alive,airbag,none,m,22,2000,1995,deploy,driver
13379,alive,airbag,none,f,28,2000,1995,deploy,pass
13380,alive,none,belted,f,26,2000,1992,unavail,driver
13381,alive,none,belted,f,26,2000,1992,unavail,pass
13382,alive,airbag,belted,f,43,2000,1999,deploy,driver
13383,alive,airbag,none,m,28,2000,1996,deploy,driver
13384,alive,airbag,belted,m,77,2000,1996,nodeploy,driver
13385,alive,none,none,m,55,2000,1986,unavail,driver
13386,alive,none,none,m,19,2000,1986,unavail,driver
13387,alive,airbag,none,m,31,2000,1994,nodeploy,driver
13388,alive,airbag,none,m,42,2000,1993,deploy,driver
13389,alive,none,none,m,30,2000,1988,unavail,driver
13390,alive,none,none,f,25,2000,1988,unavail,driver
13391,alive,none,none,f,34,2000,1988,unavail,driver
13392,alive,none,none,m,46,2000,1988,unavail,driver
13393,alive,none,none,m,39,2000,1987,unavail,driver
13394,alive,none,none,f,35,2000,1987,unavail,pass
13395,alive,airbag,none,m,28,2000,1994,deploy,driver
13396,alive,none,none,f,57,2000,1988,unavail,driver
13397,alive,none,belted,f,42,2000,1990,unavail,driver
13398,alive,none,belted,m,47,2000,1990,unavail,pass
13399,alive,none,none,f,74,2000,1991,unavail,driver
13400,alive,airbag,belted,f,38,2000,1995,deploy,driver
13401,alive,none,none,m,82,2000,1986,unavail,driver
13402,alive,none,none,f,79,2000,1986,unavail,pass
13403,alive,none,none,f,78,2000,1990,unavail,driver
13404,alive,none,none,m,82,2000,1990,unavail,pass
13405,alive,airbag,none,m,50,2000,1990,deploy,driver
13406,alive,airbag,none,f,25,2000,2000,deploy,driver
13407,alive,none,none,m,71,2000,1989,unavail,driver
13408,alive,none,none,m,17,2000,1989,unavail,driver
13409,alive,none,none,f,81,2000,1989,unavail,driver
13410,alive,airbag,none,m,18,2000,1992,deploy,driver
13411,dead,none,none,m,42,2000,1987,unavail,driver
13412,dead,none,none,f,39,2000,1987,unavail,pass
13413,alive,airbag,none,f,18,2000,1995,deploy,driver
13414,alive,none,none,f,81,2000,1992,unavail,driver
13415,alive,airbag,belted,f,52,2000,1999,nodeploy,driver
13416,alive,none,none,f,19,2000,1989,unavail,driver
13417,alive,none,none,f,16,2000,1989,unavail,pass
13418,alive,none,none,m,20,2000,1997,unavail,driver
13419,alive,none,none,m,25,2000,1997,unavail,pass
13420,alive,airbag,none,m,16,2000,1994,nodeploy,driver
13421,alive,airbag,none,m,18,2000,1994,nodeploy,pass
13422,alive,none,none,f,54,2000,1994,unavail,driver
13423,alive,airbag,none,m,18,2000,1995,nodeploy,driver
13424,alive,none,belted,f,34,2000,1991,unavail,driver
13425,alive,airbag,belted,f,61,2000,1993,deploy,driver
13426,alive,none,belted,m,30,2000,1992,unavail,driver
13427,alive,airbag,belted,f,32,2000,1997,nodeploy,driver
13428,alive,airbag,belted,m,30,2000,1997,nodeploy,pass
13429,alive,airbag,none,f,61,2000,1995,nodeploy,driver
13430,alive,none,none,m,43,2000,1991,unavail,driver
13431,dead,airbag,none,f,53,2000,1996,nodeploy,driver
13432,alive,airbag,belted,m,37,2000,1995,deploy,driver
13433,alive,airbag,belted,f,31,2000,1994,deploy,driver
13434,alive,airbag,belted,m,59,2000,1997,nodeploy,driver
13435,alive,airbag,none,f,51,2000,1999,deploy,driver
13436,alive,none,belted,f,43,2000,1993,unavail,driver
13437,alive,none,belted,f,22,2000,1993,unavail,pass
13438,alive,none,belted,m,42,2000,1991,unavail,driver
13439,alive,none,none,f,74,2000,1991,unavail,pass
13440,alive,airbag,none,m,61,2000,1995,deploy,driver
13441,alive,airbag,none,m,39,2000,1998,deploy,driver
13442,alive,airbag,none,f,32,2000,1999,deploy,driver
13443,alive,none,belted,f,20,2000,1994,unavail,driver
13444,alive,airbag,belted,m,45,2000,1994,deploy,driver
13445,alive,airbag,belted,f,35,2000,2000,deploy,driver
13446,alive,airbag,belted,m,49,2000,1997,nodeploy,driver
13447,alive,none,belted,f,20,2000,1987,unavail,driver
13448,alive,none,belted,m,26,2000,1988,unavail,driver
13449,alive,airbag,belted,f,28,2000,1999,nodeploy,driver
13450,alive,airbag,belted,f,38,2000,1997,nodeploy,driver
13451,alive,airbag,belted,f,56,2000,1994,nodeploy,driver
13452,alive,none,none,f,25,2000,1991,unavail,driver
13453,alive,none,none,f,25,2000,1991,unavail,pass
13454,alive,airbag,belted,m,48,2000,1997,nodeploy,driver
13455,alive,none,belted,f,17,2000,1991,unavail,driver
13456,alive,none,belted,f,16,2000,1991,unavail,pass
13457,alive,none,belted,f,34,2000,1988,unavail,driver
13458,alive,airbag,belted,m,84,2000,1992,nodeploy,driver
13459,alive,none,belted,m,20,2000,1989,unavail,driver
13460,alive,airbag,belted,m,57,2000,1998,nodeploy,driver
13461,alive,none,belted,f,80,2000,1985,unavail,driver
13462,alive,airbag,belted,f,74,2000,1998,deploy,driver
13463,alive,airbag,none,m,75,2000,1998,deploy,pass
13464,alive,airbag,belted,m,21,2000,1996,deploy,driver
13465,alive,none,belted,m,16,2000,1993,unavail,driver
13466,alive,none,belted,f,52,2000,1993,unavail,pass
13467,alive,none,belted,f,16,2000,1988,unavail,driver
13468,alive,none,none,m,21,2000,1988,unavail,driver
13469,alive,airbag,belted,f,44,2000,1999,nodeploy,driver
13470,alive,airbag,belted,m,23,2000,2000,nodeploy,driver
13471,alive,none,none,m,43,2000,1985,unavail,driver
13472,alive,none,none,f,39,2000,1985,unavail,pass
13473,alive,airbag,belted,m,51,2000,1998,nodeploy,driver
13474,alive,airbag,belted,f,65,2000,1998,nodeploy,pass
13475,alive,none,belted,m,28,2000,1992,unavail,driver
13476,alive,airbag,belted,m,81,2000,1996,nodeploy,driver
13477,alive,airbag,belted,m,77,2000,1998,deploy,driver
13478,alive,airbag,belted,f,68,2000,1998,deploy,pass
13479,alive,none,belted,m,19,2000,1988,unavail,driver
13480,alive,none,belted,f,18,2000,1988,unavail,pass
13481,alive,airbag,belted,m,16,2000,1996,deploy,driver
13482,alive,airbag,belted,f,16,2000,1997,deploy,driver
13483,alive,airbag,belted,m,86,2000,1995,deploy,driver
13484,alive,none,belted,m,58,2000,1994,unavail,driver
13485,dead,airbag,none,m,23,2000,1994,deploy,driver
13486,alive,airbag,belted,m,48,2000,1994,deploy,driver
13487,dead,none,none,m,25,2000,1991,unavail,driver
13488,dead,none,none,f,26,2000,1991,unavail,pass
13489,alive,none,belted,m,84,2000,1988,unavail,driver
13490,alive,none,belted,f,77,2000,1988,unavail,pass
13491,alive,none,belted,f,19,2000,1991,unavail,driver
13492,alive,airbag,belted,f,65,2000,1994,nodeploy,driver
13493,alive,airbag,belted,f,65,2000,1996,nodeploy,driver
13494,alive,airbag,none,m,20,2000,1994,deploy,pass
13495,alive,none,belted,f,18,2000,1990,unavail,driver
13496,alive,none,belted,m,20,2000,1990,unavail,pass
13497,alive,none,belted,m,79,2000,1992,unavail,driver
13498,alive,airbag,belted,f,64,2000,1998,nodeploy,driver
13499,alive,none,none,f,19,2000,1988,unavail,driver
13500,alive,none,belted,f,18,2000,1988,unavail,pass
13501,alive,none,none,m,79,2000,1994,unavail,driver
13502,alive,none,none,m,56,2000,1978,unavail,driver
13503,alive,none,none,m,31,2000,1978,unavail,pass
13504,alive,airbag,belted,m,39,2000,1999,nodeploy,driver
13505,alive,airbag,belted,f,70,2000,1994,deploy,driver
13506,alive,airbag,belted,m,70,2000,1994,deploy,pass
13507,alive,airbag,belted,f,63,2000,1996,nodeploy,driver
13508,alive,airbag,belted,f,43,2000,1996,nodeploy,pass
13509,alive,airbag,belted,f,51,2000,1996,deploy,driver
13510,alive,none,belted,f,45,2000,1990,unavail,driver
13511,alive,none,belted,m,67,2000,1986,unavail,driver
13512,alive,airbag,belted,f,74,2000,1999,deploy,driver
13513,alive,airbag,belted,m,75,2000,1999,deploy,pass
13514,alive,airbag,belted,m,29,2000,1994,nodeploy,driver
13515,alive,airbag,belted,m,24,2000,1998,deploy,driver
13516,alive,none,belted,f,36,2000,1988,unavail,driver
13517,alive,none,none,f,22,2000,1993,unavail,driver
13518,alive,none,none,f,38,2000,1993,unavail,pass
13519,alive,none,none,f,24,2000,1994,unavail,driver
13520,alive,airbag,belted,m,17,2000,1997,nodeploy,driver
13521,alive,airbag,none,m,55,2000,1995,deploy,driver
13522,alive,airbag,belted,m,55,2000,1992,nodeploy,driver
13523,alive,airbag,belted,m,31,2000,1991,nodeploy,driver
13524,alive,airbag,none,m,29,2000,1997,deploy,driver
13525,alive,none,belted,f,40,2000,1988,unavail,driver
13526,alive,none,belted,f,61,2000,1988,unavail,pass
13527,alive,none,belted,f,31,2000,1986,unavail,driver
13528,alive,airbag,belted,f,21,2000,1999,deploy,driver
13529,alive,none,none,m,19,2000,1991,unavail,driver
13530,alive,airbag,belted,m,41,2000,2000,deploy,driver
13531,alive,airbag,none,f,38,2000,2000,deploy,pass
13532,alive,none,belted,m,16,2000,1990,unavail,driver
13533,alive,airbag,belted,f,36,2000,2000,nodeploy,driver
13534,alive,airbag,belted,f,26,2000,2000,nodeploy,pass
13535,alive,airbag,none,f,21,2000,1998,deploy,driver
13536,alive,none,none,f,22,2000,1992,unavail,driver
13537,alive,none,none,m,66,2000,1987,unavail,driver
13538,alive,airbag,belted,f,28,2000,2000,deploy,driver
13539,alive,none,none,f,81,2000,1982,unavail,driver
13540,alive,none,belted,m,35,2000,1987,unavail,driver
13541,alive,airbag,belted,f,29,2000,1997,nodeploy,driver
13542,alive,none,belted,f,27,2000,1987,unavail,driver
13543,alive,none,belted,f,18,2000,1989,unavail,driver
13544,alive,none,belted,f,18,2000,1989,unavail,pass
13545,alive,airbag,belted,m,57,2000,1995,nodeploy,driver
13546,alive,airbag,belted,m,31,2000,1995,nodeploy,pass
13547,alive,airbag,belted,f,63,2000,1999,nodeploy,driver
13548,alive,airbag,none,f,38,2000,1995,nodeploy,driver
13549,alive,none,belted,f,74,2000,1990,unavail,driver
13550,alive,none,none,m,34,2000,1991,unavail,driver
13551,alive,none,none,f,29,2000,1991,unavail,pass
13552,alive,airbag,none,f,31,2000,1998,nodeploy,driver
13553,alive,airbag,belted,f,16,2000,1996,nodeploy,driver
13554,alive,airbag,belted,m,47,2000,1990,deploy,driver
13555,alive,none,none,f,46,2000,1990,unavail,pass
13556,alive,airbag,belted,f,16,2000,1999,nodeploy,driver
13557,alive,airbag,belted,f,17,2000,1999,nodeploy,pass
13558,alive,airbag,belted,f,46,2000,1995,nodeploy,driver
13559,alive,airbag,belted,f,25,2000,1995,nodeploy,pass
13560,alive,airbag,belted,f,68,2000,1995,nodeploy,driver
13561,alive,airbag,belted,f,65,2000,1995,nodeploy,pass
13562,alive,airbag,belted,m,72,2000,1995,nodeploy,driver
13563,alive,airbag,belted,f,66,2000,2000,nodeploy,driver
13564,alive,airbag,none,m,84,2000,1994,deploy,driver
13565,alive,airbag,none,f,84,2000,1994,deploy,pass
13566,alive,none,belted,f,50,2000,1994,unavail,driver
13567,alive,airbag,none,m,17,2000,1994,nodeploy,driver
13568,alive,airbag,none,f,75,2000,1998,deploy,driver
13569,alive,none,belted,m,17,2000,1990,unavail,driver
13570,alive,airbag,belted,f,60,2000,1998,nodeploy,driver
13571,alive,none,none,m,79,2000,1987,unavail,driver
13572,alive,airbag,none,m,32,2000,1993,deploy,driver
13573,alive,none,none,m,37,2000,1993,unavail,pass
13574,alive,airbag,belted,f,43,2000,1995,nodeploy,driver
13575,alive,none,none,m,17,2000,1994,unavail,driver
13576,alive,none,none,m,18,2000,1994,unavail,pass
13577,alive,none,none,f,21,2000,1994,unavail,driver
13578,alive,none,belted,f,19,2000,1994,unavail,driver
13579,alive,airbag,belted,f,39,2000,1997,nodeploy,driver
13580,alive,airbag,belted,f,30,2000,1994,deploy,driver
13581,alive,none,belted,m,19,2000,1992,unavail,driver
13582,alive,airbag,belted,m,24,2000,1993,deploy,driver
13583,alive,none,belted,m,18,2000,1991,unavail,driver
13584,alive,none,none,m,18,2000,1991,unavail,pass
13585,alive,airbag,belted,m,44,2000,1994,deploy,driver
13586,alive,airbag,belted,f,21,2000,1993,deploy,driver
13587,alive,airbag,belted,m,17,2000,1998,nodeploy,driver
13588,alive,airbag,belted,m,17,2000,1998,nodeploy,pass
13589,alive,airbag,belted,m,70,2000,2000,deploy,driver
13590,alive,airbag,none,f,45,2000,1995,nodeploy,driver
13591,alive,airbag,none,f,47,2000,1995,nodeploy,pass
13592,alive,none,none,f,23,2000,1992,unavail,driver
13593,alive,none,none,f,24,2000,1992,unavail,pass
13594,alive,airbag,belted,f,17,2000,1997,deploy,driver
13595,alive,airbag,belted,m,17,2000,1997,deploy,pass
13596,alive,airbag,belted,m,32,2000,1995,deploy,driver
13597,alive,airbag,belted,m,23,2000,1999,deploy,driver
13598,alive,none,none,m,31,2000,1985,unavail,pass
13599,alive,airbag,none,m,24,2000,1998,nodeploy,driver
13600,alive,none,none,f,47,2000,1988,unavail,driver
13601,alive,none,belted,m,68,2000,1979,unavail,driver
13602,alive,airbag,belted,m,55,2000,1997,nodeploy,driver
13603,alive,airbag,belted,m,34,2000,2000,deploy,driver
13604,alive,none,none,f,21,2000,1992,unavail,driver
13605,alive,none,belted,m,33,2000,1987,unavail,driver
13606,alive,airbag,belted,f,36,2000,1993,nodeploy,driver
13607,alive,airbag,none,m,49,2000,2000,deploy,driver
13608,dead,airbag,belted,f,26,2000,1999,nodeploy,driver
13609,dead,airbag,belted,f,54,2000,1999,nodeploy,pass
13610,alive,airbag,none,m,32,2000,1992,nodeploy,driver
13611,alive,airbag,belted,m,31,2000,2000,nodeploy,driver
13612,alive,none,belted,m,17,2000,1991,unavail,driver
13613,alive,airbag,belted,f,36,2000,2000,deploy,driver
13614,alive,none,belted,m,74,2000,1988,unavail,driver
13615,alive,none,none,f,72,2000,1988,unavail,pass
13616,alive,airbag,belted,f,18,2000,2000,nodeploy,driver
13617,alive,airbag,belted,m,19,2000,2000,nodeploy,pass
13618,alive,none,belted,m,41,2000,1987,unavail,driver
13619,alive,none,belted,f,37,2000,1992,unavail,driver
13620,alive,airbag,belted,f,17,2000,1995,nodeploy,driver
13621,alive,airbag,belted,f,17,2000,1995,nodeploy,pass
13622,alive,airbag,none,m,24,2000,1992,deploy,driver
13623,alive,none,none,m,22,2000,1992,unavail,pass
13624,alive,airbag,belted,m,25,2000,2000,deploy,driver
13625,alive,airbag,none,m,29,2000,2000,nodeploy,driver
13626,alive,none,belted,f,50,2000,1988,unavail,driver
13627,alive,airbag,belted,m,79,2000,2000,nodeploy,driver
13628,alive,airbag,belted,f,64,2000,2000,nodeploy,pass
13629,alive,none,belted,m,20,2000,1988,unavail,driver
13630,alive,airbag,belted,f,49,2000,1998,nodeploy,driver
13631,alive,airbag,belted,f,76,2000,1998,deploy,driver
13632,alive,airbag,belted,f,17,2000,1996,deploy,driver
13633,alive,airbag,belted,f,16,2000,1992,nodeploy,driver
13634,alive,airbag,belted,f,41,2000,1992,nodeploy,pass
13635,alive,none,belted,f,41,2000,1993,unavail,driver
13636,alive,airbag,belted,m,38,2000,1994,deploy,driver
13637,alive,none,none,f,53,2000,1986,unavail,driver
13638,alive,airbag,belted,f,32,2000,1998,deploy,driver
13639,alive,airbag,belted,f,53,2000,1994,deploy,driver
13640,alive,airbag,none,m,35,2000,1998,nodeploy,driver
13641,alive,airbag,belted,m,61,2000,1998,deploy,driver
13642,alive,airbag,belted,f,59,2000,1998,deploy,pass
13643,alive,airbag,none,m,20,2000,2000,nodeploy,driver
13644,alive,airbag,none,f,41,2000,2000,nodeploy,pass
13645,alive,airbag,belted,m,39,2000,1995,deploy,driver
13646,alive,airbag,belted,f,45,2000,1999,nodeploy,driver
13647,alive,none,none,f,40,2000,1993,unavail,driver
13648,alive,airbag,none,f,20,2000,2000,nodeploy,driver
13649,alive,none,none,m,64,2000,1985,unavail,driver
13650,alive,airbag,belted,f,51,2000,2000,nodeploy,driver
13651,dead,airbag,belted,m,42,2000,2000,deploy,driver
13652,alive,none,belted,f,78,2000,1992,unavail,driver
13653,alive,none,belted,f,48,2000,1992,unavail,pass
13654,alive,airbag,belted,f,26,2000,1998,deploy,driver
13655,alive,airbag,belted,f,32,2000,1998,deploy,pass
13656,alive,none,belted,f,46,2000,1990,unavail,driver
13657,alive,none,belted,f,27,2000,1986,unavail,driver
13658,alive,airbag,belted,f,29,2000,1997,nodeploy,driver
13659,alive,airbag,belted,f,31,2000,1997,nodeploy,pass
13660,alive,airbag,none,f,30,2000,1997,deploy,driver
13661,alive,airbag,belted,f,25,2000,2000,nodeploy,driver
13662,alive,airbag,belted,f,16,2000,1997,deploy,driver
13663,alive,none,belted,m,60,2000,1993,unavail,driver
13664,dead,airbag,belted,f,74,2000,1995,deploy,driver
13665,alive,airbag,belted,f,17,2000,1997,deploy,driver
13666,alive,airbag,belted,f,21,2000,1997,deploy,pass
13667,alive,airbag,belted,m,53,2000,1994,nodeploy,driver
13668,dead,none,belted,f,71,2000,1988,unavail,driver
13669,alive,none,belted,m,44,2000,1997,unavail,driver
13670,alive,airbag,belted,m,26,2000,1997,nodeploy,driver
13671,alive,airbag,belted,f,47,2000,1997,deploy,driver
13672,alive,airbag,belted,f,33,2000,1997,deploy,driver
13673,alive,none,none,m,39,2000,1986,unavail,driver
13674,alive,none,none,m,43,2000,1987,unavail,driver
13675,alive,airbag,belted,m,34,2000,2000,nodeploy,driver
13676,alive,none,belted,f,27,2000,1989,unavail,driver
13677,alive,airbag,belted,m,70,2000,1996,nodeploy,driver
13678,dead,airbag,belted,f,70,2000,1996,nodeploy,pass
13679,alive,none,belted,m,43,2000,1983,unavail,driver
13680,alive,none,belted,f,23,2000,1994,unavail,driver
13681,alive,airbag,belted,m,74,2000,2000,deploy,driver
13682,alive,none,belted,m,47,2000,1983,unavail,driver
13683,alive,airbag,belted,m,20,2000,1996,deploy,driver
13684,alive,airbag,belted,m,19,2000,1996,deploy,pass
13685,alive,airbag,belted,f,38,2000,1997,deploy,driver
13686,alive,airbag,none,f,39,2000,1997,deploy,driver
13687,alive,airbag,none,m,19,2000,1997,deploy,pass
13688,alive,airbag,belted,m,53,2000,1998,deploy,driver
13689,alive,airbag,belted,m,40,2000,1995,deploy,driver
13690,alive,none,belted,m,37,2000,1979,unavail,driver
13691,alive,airbag,belted,f,18,2000,1998,deploy,driver
